codon_pos,n,mean_c_interp,ci95_low,ci95_high,median_c_interp,std_c_interp,gdtr_frac_deep
1,393,5.372012030380676,5.332231394480203,5.414601765576816,5.347993850708008,0.40977609873050597,0.020356234096692113
2,393,5.299274574405971,5.262637069889608,5.342130731353323,5.3141725063323975,0.40883318121875417,0.005089058524173028
3,393,5.294109339932449,5.245617487791537,5.339782599850769,5.3095128536224365,0.470186207496644,0.017811704834605598
